Person_ID,Age,Gender,Occupation,Monthly_Income,City_Type,Travel_Distance,Travel_Time,Fuel_Cost,Vehicle_Ownership,Preferred_Transport_Mode,Purpose_of_Travel,Satisfaction_Score
287,39,Female,Employee,4438,Urban,1.61863692220799,6,2.8,No,Metro,Leisure,8.4
288,50,Male,Business,5144,Semi-Urban,35.8706045309636,70,2.41,Yes,Car,Work,7.7
289,46,Female,Business,11765,Semi-Urban,38.0761636997569,78,7.51,Yes,Car,Leisure,8.8
290,32,Male,Employee,5034,Urban,17.4814657448661,24,2.45,No,Metro,Work,6.9
291,38,Male,Business,7069,Rural,60.6927306527493,123,8.08,Yes,Bike,Others,6.0
292,34,Male,Self-Employed,6804,Urban,14.9357311715258,35,0.0,Yes,Bus,Education,6.1
293,33,Female,Employee,6558,Semi-Urban,5.56355730907171,5,2.13,No,Walk,Work,8.6
294,54,Male,Employee,4087,Urban,19.2809680703962,40,3.84,Yes,Bus,Leisure,6.4
295,47,Male,Business,8592,Semi-Urban,36.4641221169162,79,3.73,Yes,Train,Education,7.9
296,31,Female,Business,15102,Rural,31.9476041725753,72,0.0,Yes,Car,Leisure,9.9
297,55,Female,Employee,8375,Urban,2.44482063090712,5,0.0,No,Bus,Others,6.3
298,46,Male,Employee,7614,Semi-Urban,58.1003327888653,120,4.75,Yes,Car,Education,7.4
299,54,Male,Employee,9159,Semi-Urban,53.4695080743602,114,7.32,Yes,Bus,Shopping,7.6
300,51,Female,Employee,7125,Urban,20.6476592584596,43,1.55,No,Walk,Work,7.3
301,29,Male,Employee,6095,Semi-Urban,24.8555013314794,56,2.09,No,Train,Leisure,7.5
302,33,Male,Self-Employed,6936,Rural,1.0,5,0.0,Yes,Car,Work,7.8
303,53,Female,Business,13067,Semi-Urban,46.4701876315285,94,8.52,Yes,Car,Shopping,7.3
304,51,Female,Employee,6616,Urban,17.9334941908406,32,2.24,Yes,Car,Work,7.4
305,41,Female,Business,10166,Urban,12.0027015274225,23,1.84,No,Bus,Work,6.1
306,43,Male,Self-Employed,4323,Urban,23.998450453583,50,1.64,No,Bus,Others,5.5
307,61,Male,Employee,8119,Urban,21.7839802717028,40,2.55,Yes,Bus,Work,6.2
308,33,Female,Employee,3547,Semi-Urban,37.6414323234627,74,2.57,Yes,Train,Work,7.6
309,50,Male,Employee,5814,Urban,15.2804673429689,34,2.52,Yes,Car,Leisure,7.2
310,38,Female,Business,8353,Urban,15.4077417407974,41,0.0,Yes,Bus,Others,5.9
311,38,Female,Employee,4384,Urban,20.4395189826779,30,3.94,Yes,Bus,Leisure,6.6
312,58,Male,Self-Employed,4489,Urban,8.14018922765609,26,0.0,Yes,Metro,Work,8.0
313,54,Female,Employee,7154,Semi-Urban,41.3897468267755,81,6.86,Yes,Bus,Leisure,5.6
314,54,Female,Employee,8003,Semi-Urban,21.1911358329561,47,6.36,Yes,Car,Education,8.2
315,61,Female,Employee,9523,Urban,25.6924413740178,57,3.09,Yes,Bus,Others,6.2
316,42,Male,Employee,5504,Urban,19.2570285726018,46,4.93,Yes,Car,Leisure,7.2
317,52,Male,Business,15305,Urban,9.49417390688856,15,2.64,Yes,Bus,Education,8.9
318,37,Female,Self-Employed,7377,Urban,15.644766592238,30,0.0,No,Metro,Leisure,7.7
319,46,Male,Employee,7356,Urban,8.16970895977567,16,1.2,Yes,Metro,Leisure,7.6
320,40,Female,Self-Employed,5807,Semi-Urban,57.5616925655119,113,7.91,Yes,Car,Leisure,6.8
321,43,Male,Business,10907,Urban,27.9830078757696,62,4.55,Yes,Car,Work,6.5
322,50,Female,Employee,8780,Rural,63.9244736512569,127,8.03,Yes,Bike,Work,5.4
323,29,Male,Business,11520,Urban,27.4532525412366,46,3.63,Yes,Metro,Work,8.5
324,73,Female,Retired,4334,Urban,16.21436759098,29,1.96,Yes,Bus,Education,7.4
325,26,Male,Employee,4661,Semi-Urban,46.4526885076219,85,5.84,Yes,Car,Work,6.9
326,23,Male,Student,1777,Semi-Urban,53.3708678286463,105,3.96,Yes,Train,Work,6.6
327,59,Male,Business,16380,Semi-Urban,34.9138460672612,73,3.72,Yes,Bus,Shopping,7.5
328,53,Female,Employee,6364,Rural,51.4220771463469,99,3.26,Yes,Car,Work,8.8
329,51,Male,Business,10194,Urban,22.4692528114311,42,1.7,Yes,Metro,Shopping,8.9
330,51,Female,Business,11198,Semi-Urban,44.6974694839399,88,4.18,Yes,Car,Shopping,6.7
331,41,Female,Employee,7449,Urban,8.95631423839157,18,0.0,Yes,Bus,Leisure,7.4
332,28,Male,Employee,6172,Semi-Urban,2.19755943092796,6,0.0,Yes,Car,Work,7.1
333,43,Female,Employee,5953,Urban,13.5957754992236,31,2.17,Yes,Metro,Work,7.1
334,31,Male,Employee,2837,Urban,1.0,13,0.0,Yes,Metro,Others,6.3
335,56,Female,Employee,7969,Semi-Urban,20.1347399584167,40,1.58,Yes,Bus,Shopping,7.8
336,39,Female,Employee,4522,Urban,8.00570434239692,19,0.0,Yes,Metro,Others,8.4
337,29,Male,Employee,2665,Urban,10.4508615124789,12,0.66,No,Walk,Others,7.3
338,37,Male,Employee,3804,Urban,21.5635051533083,41,4.88,No,Metro,Work,8.0
339,48,Male,Employee,7289,Semi-Urban,50.5651931109539,99,8.39,Yes,Car,Leisure,7.7
340,33,Other,Employee,7341,Rural,60.1748143961441,115,7.97,Yes,Car,Shopping,6.7
341,29,Male,Business,7966,Semi-Urban,44.487604640927,86,4.75,Yes,Car,Work,7.5
342,45,Female,Self-Employed,5922,Semi-Urban,44.8418068455296,89,6.5,Yes,Car,Education,6.6
343,45,Male,Employee,8274,Semi-Urban,1.0,5,0.0,Yes,Bus,Work,6.0
344,34,Female,Employee,3083,Urban,15.0815814560569,43,1.21,No,Metro,Work,6.5
345,34,Male,Employee,6180,Urban,1.0,5,0.0,No,Walk,Work,8.8
346,45,Female,Employee,6482,Semi-Urban,42.6370921350731,95,6.93,Yes,Car,Work,6.7
347,20,Female,Student,1783,Urban,1.0,9,1.68,Yes,Car,Education,8.0
348,20,Female,Employee,3274,Urban,13.5564917171944,23,1.56,No,Bus,Leisure,7.4
349,31,Male,Self-Employed,3864,Urban,19.3821582081566,38,5.79,Yes,Car,Work,7.8
350,38,Male,Employee,6010,Semi-Urban,18.2336307752553,34,3.01,No,Bus,Shopping,5.4
351,46,Male,Business,15347,Urban,22.6937276841057,44,3.44,Yes,Metro,Shopping,8.3
352,64,Female,Employee,9691,Semi-Urban,42.5993325492762,80,5.61,Yes,Car,Work,7.8
353,54,Male,Employee,6638,Semi-Urban,40.7123704375686,79,2.36,Yes,Car,Work,9.0
354,39,Female,Employee,3888,Semi-Urban,45.4700238126579,92,3.67,No,Bus,Work,6.3
355,41,Male,Employee,3576,Rural,42.8159982446668,87,5.03,Yes,Car,Leisure,7.1
356,26,Female,Employee,6574,Urban,16.2153509100544,33,1.85,Yes,Metro,Education,7.5
357,41,Female,Employee,4667,Semi-Urban,35.1507735835129,70,5.4,Yes,Car,Education,7.3
358,37,Female,Employee,5211,Rural,49.7490211076771,103,4.63,Yes,Car,Work,6.9
359,46,Male,Employee,8581,Semi-Urban,24.9195338502938,48,3.13,Yes,Car,Education,8.0
360,29,Male,Business,3008,Semi-Urban,16.3620182791594,39,2.14,Yes,Train,Others,6.4
361,49,Male,Self-Employed,8484,Urban,12.3051332056841,15,1.73,Yes,Car,Work,7.4
362,64,Male,Employee,8019,Semi-Urban,29.1207813920859,61,3.53,Yes,Car,Leisure,7.9
363,40,Female,Employee,4277,Urban,9.10615209986488,20,0.0,Yes,Metro,Work,6.5
364,48,Female,Employee,6428,Rural,67.0410756362004,130,3.52,Yes,Car,Work,6.2
365,52,Female,Self-Employed,4054,Semi-Urban,17.4169007321658,33,0.21,Yes,Car,Education,7.3
366,35,Male,Employee,6161,Rural,46.5698168221751,95,4.53,Yes,Car,Leisure,7.3
367,45,Female,Employee,5527,Semi-Urban,52.4950956734187,109,3.94,No,Bike,Education,6.2
368,42,Female,Employee,3332,Urban,22.2730348207964,35,2.56,No,Metro,Work,6.1
369,43,Female,Employee,5969,Urban,24.7303510807782,52,5.15,Yes,Bus,Leisure,4.9
370,30,Male,Employee,2965,Rural,38.1843884525154,74,6.03,Yes,Car,Work,7.8
371,42,Male,Self-Employed,5908,Urban,21.2743050058216,48,3.49,Yes,Metro,Leisure,8.8
372,49,Male,Self-Employed,3125,Urban,6.49623682417494,5,2.75,No,Bike,Others,5.1
373,63,Female,Employee,7567,Semi-Urban,30.8618906627518,73,1.85,Yes,Car,Education,6.8
374,56,Female,Employee,7873,Urban,13.5459535137584,22,0.71,Yes,Metro,Work,8.4
375,74,Male,Retired,2787,Semi-Urban,26.3623968170298,59,4.39,No,Bike,Shopping,5.4
376,30,Male,Employee,5375,Urban,12.1054880953237,23,0.5,No,Bus,Education,6.1
377,55,Female,Self-Employed,6860,Semi-Urban,27.5993610875397,51,2.47,Yes,Car,Shopping,6.9
378,44,Female,Employee,4663,Rural,30.352123777966,62,7.37,No,Bike,Leisure,6.2
379,74,Male,Retired,2935,Urban,21.8513080480463,48,2.81,No,Metro,Education,6.8
380,29,Female,Employee,500,Urban,13.5403999770058,19,5.15,No,Bus,Leisure,5.2
381,29,Other,Business,8591,Urban,16.6114923513382,36,0.0,Yes,Metro,Work,7.0
382,33,Female,Business,7547,Rural,53.275537423857,106,5.13,No,Bike,Education,6.2
383,18,Male,Student,1008,Urban,15.4378114008801,33,2.67,No,Bus,Leisure,5.0
384,34,Female,Employee,5873,Urban,15.7424363684514,31,2.08,No,Metro,Leisure,7.5
385,30,Female,Employee,6759,Semi-Urban,30.4187416995346,57,0.0,Yes,Car,Leisure,8.4
386,44,Male,Self-Employed,4547,Urban,26.3471749481189,47,2.7,Yes,Bus,Leisure,4.9
387,47,Female,Employee,5282,Rural,65.2148952327071,133,12.77,Yes,Car,Work,6.4
388,70,Female,Retired,3165,Rural,50.3676406554203,104,6.54,Yes,Car,Work,5.2
389,56,Female,Employee,5596,Semi-Urban,28.294183460509,59,4.6,Yes,Train,Work,6.8
390,33,Male,Business,6468,Semi-Urban,33.2176873590637,68,2.7,Yes,Car,Leisure,8.3
391,28,Female,Employee,6633,Urban,18.3409721309739,41,2.69,No,Bus,Work,4.9
392,49,Female,Employee,6993,Semi-Urban,57.4991013880446,122,6.88,Yes,Car,Work,7.0
393,22,Male,Employee,1380,Semi-Urban,14.4042868300243,19,3.97,Yes,Car,Work,8.3
394,69,Female,Retired,1203,Urban,20.2781980691342,28,4.61,No,Bus,Leisure,5.8
395,59,Female,Business,12836,Urban,24.013789094229,56,3.7,Yes,Metro,Education,7.9
396,34,Female,Self-Employed,7224,Rural,20.2656306018953,33,2.57,Yes,Bike,Work,5.4
397,18,Male,Student,691,Urban,13.5507929861498,21,0.0,No,Bus,Education,3.8
398,62,Female,Employee,8874,Semi-Urban,19.0322304037544,36,0.0,Yes,Car,Leisure,9.2
399,40,Male,Self-Employed,8160,Urban,18.4442368934162,28,2.38,Yes,Car,Leisure,7.6
400,60,Male,Employee,10831,Urban,12.1331925411555,22,3.21,Yes,Car,Work,7.0
401,18,Female,Employee,4296,Semi-Urban,33.0479139967981,61,6.63,Yes,Car,Leisure,6.2
402,33,Male,Business,9970,Urban,11.7115535417722,22,0.0,Yes,Metro,Work,7.4
403,42,Female,Employee,3000,Semi-Urban,45.802451491524,93,2.48,Yes,Car,Leisure,6.1
404,42,Male,Employee,9349,Urban,16.8322636847851,31,3.89,No,Metro,Leisure,10.0
405,35,Male,Business,7023,Urban,16.8474141123172,31,0.39,Yes,Bus,Education,7.0
406,51,Male,Business,8349,Rural,53.212436501629,107,3.23,Yes,Car,Work,7.6
407,25,Other,Employee,4117,Semi-Urban,43.587363206782,92,4.24,No,Bus,Leisure,6.2
408,39,Female,Employee,8167,Rural,44.7605629028735,97,4.35,Yes,Car,Work,8.7
409,43,Female,Employee,9612,Rural,84.0154957508185,166,12.72,Yes,Car,Shopping,7.2
410,49,Male,Employee,7088,Rural,25.3041049756296,59,4.77,Yes,Bike,Leisure,7.1
411,52,Male,Employee,8697,Rural,15.481631036607,35,0.38,Yes,Car,Leisure,7.5
412,25,Female,Employee,4564,Urban,1.0,5,2.92,No,Bus,Leisure,5.4
413,18,Male,Business,3086,Rural,8.40823761415129,10,1.26,Yes,Car,Work,6.5
414,61,Male,Business,17080,Urban,20.385358518562,37,4.57,Yes,Bus,Others,7.9
415,46,Female,Business,8533,Urban,19.4109415942611,46,4.98,Yes,Car,Shopping,5.7
416,30,Male,Employee,7303,Urban,24.6622119342047,46,2.43,Yes,Bus,Education,7.2
417,65,Female,Retired,4298,Urban,6.54689428235582,5,1.93,Yes,Bus,Leisure,5.7
418,43,Female,Self-Employed,6728,Semi-Urban,46.1819218211825,91,4.73,Yes,Car,Leisure,7.8
419,59,Male,Employee,10643,Urban,15.4545924971944,21,3.71,Yes,Car,Shopping,7.3
420,43,Male,Employee,9648,Urban,16.3326919932468,27,2.14,Yes,Metro,Work,9.1
421,72,Male,Retired,2824,Urban,20.0049831627968,37,4.32,No,Metro,Education,8.2
422,68,Female,Self-Employed,3882,Urban,8.94974599150045,18,4.12,No,Metro,Leisure,7.5
423,38,Female,Self-Employed,1771,Semi-Urban,73.8087370310673,152,9.95,Yes,Train,Leisure,6.2
424,56,Male,Employee,10967,Urban,25.6550424342028,54,2.89,No,Bus,Education,5.8
425,51,Male,Self-Employed,4620,Urban,10.7463523680371,15,1.14,No,Bus,Education,6.1
426,62,Female,Employee,9902,Urban,6.27409553821321,10,0.0,No,Metro,Others,9.2
427,27,Female,Employee,3588,Urban,14.2967667055624,28,0.29,No,Bus,Education,5.5
428,52,Male,Business,15914,Semi-Urban,37.7338766537306,74,6.39,Yes,Bus,Leisure,8.4
429,57,Male,Self-Employed,4099,Urban,23.5249220776664,45,4.76,Yes,Car,Education,5.7
430,18,Male,Employee,2012,Urban,5.65023270745339,5,0.0,No,Metro,Work,7.0
431,24,Female,Employee,4087,Urban,17.2838955455933,28,2.4,No,Metro,Leisure,5.8
432,18,Female,Employee,3002,Urban,2.76787980468168,5,0.0,No,Metro,Shopping,7.7
433,37,Male,Business,10838,Rural,58.7271518682223,101,8.43,Yes,Bike,Others,5.9
434,52,Female,Self-Employed,5397,Urban,14.1399662363355,31,6.11,No,Metro,Work,7.4
435,64,Male,Employee,9341,Semi-Urban,64.0501964342864,121,9.1,Yes,Car,Shopping,7.8
436,43,Male,Self-Employed,4917,Semi-Urban,11.8099618367048,27,0.08,Yes,Car,Education,7.3
437,66,Male,Self-Employed,4169,Urban,25.9648670519208,54,2.96,No,Bus,Work,7.8
438,21,Female,Student,1208,Rural,15.9233732966756,29,4.71,Yes,Car,Leisure,7.5
439,18,Female,Employee,6867,Semi-Urban,15.0918458839024,35,0.0,No,Train,Work,7.7
440,41,Female,Employee,6437,Semi-Urban,9.84358162291752,23,0.0,No,Bus,Shopping,5.7
441,47,Male,Employee,3724,Urban,17.0028208676084,32,3.46,Yes,Car,Work,6.5
442,41,Male,Business,8089,Semi-Urban,17.3945178386939,32,4.68,Yes,Car,Leisure,8.2
443,18,Male,Student,1548,Urban,4.21334795775569,13,1.72,No,Metro,Work,6.7
444,40,Female,Employee,8768,Urban,16.622140812987,34,0.78,Yes,Car,Work,8.8
445,22,Male,Employee,5743,Semi-Urban,41.7766307881203,88,6.09,Yes,Car,Work,6.9
446,52,Female,Employee,5817,Rural,50.7969860830065,89,6.92,Yes,Car,Education,6.9
447,47,Male,Employee,10327,Urban,13.7022468078275,27,2.35,No,Metro,Education,8.4
448,27,Male,Self-Employed,5437,Semi-Urban,62.4336444865576,116,7.3,No,Train,Work,6.5
449,34,Male,Employee,7269,Semi-Urban,37.1875439936295,74,4.57,Yes,Car,Work,7.6
450,26,Male,Employee,2867,Urban,21.4455317913779,46,0.76,No,Metro,Education,8.6
451,41,Male,Employee,2502,Urban,16.1433770055196,40,6.9,No,Metro,Shopping,7.4
452,56,Male,Employee,5487,Urban,6.21698969396252,7,1.06,Yes,Metro,Shopping,8.1
453,27,Female,Business,500,Semi-Urban,43.2483152285302,83,6.29,Yes,Car,Education,6.9
454,49,Female,Business,17186,Semi-Urban,25.1630403279531,49,2.58,Yes,Car,Education,9.0
455,34,Male,Employee,5721,Urban,14.2721108956861,23,3.4,Yes,Car,Others,6.9
456,30,Male,Business,5226,Semi-Urban,39.5810402284013,84,2.15,Yes,Bus,Others,3.0
457,40,Male,Employee,6678,Semi-Urban,5.87872899670035,11,0.0,Yes,Bus,Work,4.8
458,26,Male,Employee,4884,Semi-Urban,10.857468141624,22,1.24,Yes,Bus,Education,6.6
459,33,Male,Business,10312,Urban,22.2756733799805,47,6.78,Yes,Car,Shopping,8.4
460,24,Female,Employee,6214,Semi-Urban,25.0438033010158,49,5.42,Yes,Bus,Shopping,5.8
461,71,Male,Retired,2710,Rural,37.6735602178227,71,2.9,Yes,Car,Leisure,8.6
462,42,Male,Employee,4880,Urban,16.3315071789665,32,2.99,No,Metro,Education,7.4
463,31,Male,Employee,6341,Urban,11.914619223025,19,0.16,No,Walk,Education,4.9
464,45,Male,Employee,7703,Semi-Urban,41.2638257246418,83,5.8,Yes,Train,Shopping,7.9
465,40,Female,Employee,6151,Urban,14.5910256901356,34,2.76,No,Metro,Work,8.5
466,38,Male,Business,15732,Rural,53.9720590036089,102,8.33,Yes,Car,Education,8.9
467,51,Male,Employee,6443,Urban,9.38513287806198,11,0.0,No,Bus,Leisure,7.3
468,53,Female,Business,8750,Urban,16.5487585862474,33,0.0,Yes,Car,Shopping,6.6
469,34,Male,Employee,6027,Urban,23.8407126946835,43,2.71,Yes,Car,Education,7.5
470,33,Female,Employee,4287,Urban,10.4580142710864,21,0.0,Yes,Car,Education,6.8
471,37,Female,Employee,6443,Urban,22.3225464021772,46,0.46,Yes,Bus,Work,6.4
472,18,Male,Student,1083,Semi-Urban,34.2265952251602,57,4.65,Yes,Bus,Shopping,6.3
473,19,Female,Employee,3299,Urban,20.8758532478235,45,0.67,No,Bus,Leisure,5.3
474,62,Male,Employee,11036,Rural,52.5754263670622,99,10.82,Yes,Car,Shopping,8.2
475,66,Female,Retired,2594,Semi-Urban,34.4988361985311,68,3.07,No,Train,Work,6.0
476,38,Male,Business,6803,Urban,17.7978374566109,32,1.6,No,Metro,Education,7.7
477,50,Male,Business,14512,Urban,24.7087804984179,46,3.56,Yes,Car,Work,8.3
478,46,Female,Employee,5023,Semi-Urban,38.5414594132261,85,1.61,Yes,Bus,Leisure,6.9
479,75,Female,Retired,2307,Urban,18.8282466472671,39,3.28,Yes,Bus,Work,4.6
480,58,Other,Business,13929,Urban,12.0521206913863,28,2.13,No,Bike,Leisure,7.4
481,40,Female,Self-Employed,7376,Rural,81.4177294799005,163,9.07,Yes,Car,Work,7.6
482,27,Male,Self-Employed,7940,Urban,20.1226968874373,43,2.96,Yes,Metro,Education,6.2
483,18,Male,Student,1126,Urban,15.6216676802,33,2.73,No,Bus,Work,5.7
484,45,Male,Self-Employed,6692,Semi-Urban,33.1601949161798,67,6.85,Yes,Car,Leisure,7.4
485,30,Male,Employee,4300,Semi-Urban,49.6686240390966,104,10.96,Yes,Bus,Leisure,4.6
486,20,Male,Student,1197,Urban,10.1503673836379,21,0.0,Yes,Car,Education,7.9
487,32,Female,Business,11909,Semi-Urban,8.25687475593,27,0.0,No,Bus,Work,8.4
488,25,Male,Employee,3675,Semi-Urban,36.0859939913668,76,4.54,No,Bus,Work,5.8
489,67,Male,Retired,3278,Semi-Urban,52.8500685967151,100,2.18,Yes,Car,Leisure,6.3
490,55,Male,Employee,7733,Urban,27.7304704894773,54,4.63,No,Metro,Shopping,6.5
491,41,Female,Employee,4493,Rural,47.8541211313224,97,5.97,Yes,Bike,Leisure,5.4
492,64,Female,Business,15998,Urban,15.3487013115342,30,2.58,Yes,Car,Shopping,9.0
493,43,Female,Business,11630,Semi-Urban,42.7929564877393,89,4.53,Yes,Car,Shopping,7.8
494,29,Male,Employee,1920,Urban,12.8852046490898,29,2.06,Yes,Bus,Education,5.1
495,64,Female,Employee,8816,Semi-Urban,42.7460892258672,78,6.07,Yes,Car,Leisure,7.1
496,50,Male,Self-Employed,3954,Urban,14.3167859914538,35,2.12,Yes,Car,Education,7.3
497,26,Female,Business,10691,Urban,23.0909460575214,43,0.08,Yes,Car,Shopping,7.2
498,39,Female,Employee,3731,Semi-Urban,45.8447076964673,88,5.85,Yes,Bus,Leisure,6.0
499,28,Male,Self-Employed,4787,Urban,21.4818226584194,39,6.29,Yes,Car,Leisure,6.7
500,21,Female,Employee,4643,Urban,13.3574588415832,30,2.08,No,Bike,Work,6.0
501,55,Female,Employee,7581,Semi-Urban,63.8889098075339,126,7.94,Yes,Car,Leisure,6.6
502,70,Male,Retired,3762,Semi-Urban,42.258679135692,81,8.19,Yes,Bus,Leisure,5.8
503,21,Female,Student,740,Urban,16.9783524278946,31,0.55,Yes,Car,Work,7.3
504,50,Male,Business,15955,Urban,8.91245615546422,8,2.85,Yes,Bus,Work,8.2
505,32,Male,Employee,5987,Rural,48.0585635970289,91,4.71,Yes,Car,Leisure,6.1
506,34,Male,Employee,7439,Semi-Urban,36.7156964105395,67,6.58,Yes,Bus,Work,5.8
507,33,Male,Employee,6611,Urban,8.69858162860559,16,2.64,Yes,Bus,Education,7.6
508,29,Female,Self-Employed,5476,Semi-Urban,30.6152428134636,64,2.85,Yes,Train,Leisure,6.9
509,42,Male,Employee,4273,Semi-Urban,32.5129997284548,67,3.37,Yes,Car,Work,7.8
510,29,Female,Self-Employed,4372,Urban,15.4473652873857,37,3.81,Yes,Car,Work,7.3
511,46,Male,Self-Employed,8679,Urban,1.0,7,0.0,Yes,Car,Others,8.0
512,41,Female,Employee,8178,Urban,13.9178356743658,25,0.79,No,Metro,Work,8.1
513,38,Female,Employee,4870,Rural,42.4530763384013,85,6.34,Yes,Bike,Work,4.7
514,28,Female,Employee,572,Urban,14.8329268030008,29,1.16,No,Metro,Work,7.5
515,33,Male,Self-Employed,5074,Urban,23.282212529442,35,3.06,Yes,Car,Work,6.7
516,53,Male,Employee,6868,Rural,91.0479098424241,176,6.84,Yes,Car,Education,6.7
517,49,Male,Employee,6525,Urban,20.427017597157,40,0.74,Yes,Bus,Work,6.9
518,27,Female,Employee,5492,Semi-Urban,16.4836674190049,32,3.34,No,Bike,Education,6.3
519,43,Female,Employee,7614,Urban,12.2367443853397,27,0.0,Yes,Metro,Leisure,7.4
520,53,Male,Self-Employed,7480,Semi-Urban,43.9394496324663,90,2.67,Yes,Bus,Leisure,5.9
521,18,Male,Employee,4468,Urban,18.8663239714321,28,4.39,Yes,Metro,Education,6.8
522,50,Female,Self-Employed,1898,Urban,22.8986058836245,48,3.78,Yes,Metro,Shopping,6.6
523,32,Male,Employee,4688,Semi-Urban,33.539735085641,67,1.85,Yes,Car,Shopping,6.6
524,50,Female,Employee,10456,Semi-Urban,29.5474963345174,62,3.82,Yes,Bus,Leisure,5.9
525,30,Female,Self-Employed,6248,Semi-Urban,61.2863600587405,127,5.24,No,Train,Work,7.2
526,18,Female,Student,1683,Semi-Urban,35.8800590505445,71,4.0,No,Train,Education,7.3
527,18,Male,Business,7278,Semi-Urban,19.7498843596832,45,2.72,Yes,Car,Leisure,8.5
528,42,Male,Employee,6823,Semi-Urban,57.1270048554938,109,5.24,Yes,Train,Work,7.1
529,45,Female,Employee,2925,Semi-Urban,12.5585676290833,20,2.99,Yes,Bus,Work,6.9
530,28,Female,Business,6981,Semi-Urban,1.0,5,1.91,Yes,Car,Shopping,7.5
531,51,Male,Self-Employed,5424,Semi-Urban,46.5408013705636,91,6.11,Yes,Bus,Leisure,6.4
532,18,Male,Business,10044,Semi-Urban,48.6605145653694,98,6.67,Yes,Car,Work,8.3
533,41,Female,Employee,6171,Urban,18.3121035355575,46,0.0,No,Metro,Education,7.5
534,23,Female,Student,676,Urban,4.5803513280636,11,3.27,Yes,Metro,Work,7.2
535,32,Female,Employee,5845,Urban,14.5290411580614,30,1.56,Yes,Metro,Work,8.4
536,42,Other,Business,7388,Rural,44.4366285289225,84,3.46,Yes,Car,Education,7.8
537,29,Male,Business,4199,Semi-Urban,26.9406648366141,45,3.52,Yes,Bus,Leisure,5.9
538,36,Male,Employee,4348,Semi-Urban,56.1810414621391,111,8.23,Yes,Bus,Others,4.7
539,57,Female,Self-Employed,6585,Urban,6.62667153094648,18,1.82,Yes,Metro,Leisure,7.1
540,33,Female,Business,12226,Urban,17.5288356248511,33,0.0,No,Bus,Work,7.1
541,54,Male,Business,13048,Rural,73.8809396732515,149,10.38,Yes,Car,Work,6.6
542,25,Male,Employee,5448,Rural,57.6288305063807,122,6.79,Yes,Bike,Education,5.7
543,49,Female,Employee,7609,Urban,24.9289469799629,56,3.99,Yes,Metro,Work,6.2
544,63,Male,Self-Employed,5702,Semi-Urban,43.4557208364339,89,3.61,Yes,Car,Shopping,7.2
545,18,Male,Employee,4845,Urban,18.4347973639362,37,4.3,No,Bus,Work,5.6
546,30,Female,Self-Employed,662,Urban,17.9346789506571,28,2.52,Yes,Car,Work,6.5
547,50,Female,Self-Employed,5722,Semi-Urban,44.2016489997522,85,7.68,Yes,Car,Leisure,6.8
548,38,Female,Business,6065,Semi-Urban,29.216913538816,57,0.44,Yes,Car,Work,5.0
549,47,Male,Employee,8444,Semi-Urban,15.4718922219082,26,0.0,Yes,Car,Leisure,7.7
550,32,Female,Employee,4979,Urban,22.6323472917064,46,2.24,Yes,Metro,Shopping,6.6
551,43,Female,Employee,6346,Urban,24.2939384040461,58,5.85,No,Bus,Leisure,5.2
552,39,Female,Employee,3642,Urban,17.0158304872483,41,5.97,Yes,Car,Shopping,9.7
553,59,Female,Employee,9425,Urban,10.612995042925,22,0.0,No,Bus,Education,5.6
554,45,Male,Employee,7440,Semi-Urban,11.6342432520554,27,1.5,No,Bus,Education,6.7
555,47,Male,Employee,7535,Urban,15.6864567993871,27,2.19,No,Walk,Work,6.2
556,35,Male,Employee,4280,Urban,4.20839724225622,15,1.94,No,Metro,Leisure,6.8
557,34,Male,Employee,4239,Urban,3.08809997889659,5,2.14,No,Bus,Education,5.0
558,35,Female,Employee,5835,Semi-Urban,34.6890270797646,73,1.93,Yes,Car,Education,8.1
559,47,Female,Employee,5658,Semi-Urban,23.5434574821797,49,2.95,Yes,Car,Work,8.3
560,35,Female,Business,10054,Semi-Urban,40.1796433424715,76,0.8,Yes,Car,Leisure,7.3
561,46,Female,Employee,3358,Urban,13.725635179505,26,3.27,Yes,Metro,Leisure,8.0
562,73,Male,Retired,2512,Urban,10.1469234702191,14,0.54,Yes,Car,Work,6.4
563,55,Male,Business,17140,Urban,1.36067935416827,5,0.0,Yes,Car,Leisure,9.2
564,37,Male,Business,10368,Urban,8.17689499335714,8,1.65,Yes,Car,Shopping,9.0
565,60,Male,Employee,8250,Urban,8.47090807959127,20,0.28,Yes,Metro,Work,7.2
